,current_team,player_name,agent_played,role_on_team,usage,rnd_num,avg_combat_score,kill_death_ratio,avg_dmg,kast,kills_per_rnd,ast_per_rnd,fk_per_rnd,fd_per_rnd,kills,death,ast,fk,fd,team_rank
1616,LaZe,STYRON,brimstone,controller,0.095,52,208.5,1.18,143.0,0.79,0.77,0.35,0.08,0.06,40,34,18,4,3,n/a
1617,n/a,Wenty,chamber,sentinel,1.0,107,217.7,0.90,135.4,0.59,0.76,0.09,0.19,0.14,81,90,10,20,15,n/a
1618,Cloud9 White,Bob,fade,initiator,0.654,311,216.4,1.38,142.8,0.81,0.75,0.41,0.11,0.08,234,169,129,35,24,2000
1619,Cloud9 White,Bob,kayo,initiator,0.192,107,209.2,1.04,131.2,0.79,0.72,0.47,0.08,0.06,77,74,50,9,6,2000
1620,Cloud9 White,Bob,sova,initiator,0.154,75,202.8,1.81,149.8,0.83,0.77,0.31,0.07,0.03,58,32,23,5,2,2000
1621,Panda Party,Pyro,kayo,initiator,0.33299999999999996,60,220.0,1.18,146.6,0.68,0.78,0.38,0.10,0.08,47,40,23,6,5,1385
1622,Panda Party,Pyro,astra,controller,0.222,37,225.5,1.39,133.6,0.76,0.86,0.38,0.11,0.00,32,23,14,4,0,1385
1623,Panda Party,Pyro,raze,duelist,0.111,17,169.0,0.50,126.7,0.71,0.47,0.47,0.12,0.35,8,16,8,2,6,1385
1624,Panda Party,Pyro,skye,initiator,0.111,16,217.0,0.85,131.3,0.5,0.69,0.19,0.06,0.06,11,13,3,1,1,1385
1625,Panda Party,Pyro,sage,sentinel,0.111,19,146.0,0.44,91.8,0.74,0.42,0.37,0.11,0.00,8,18,7,2,0,1385
1626,Panda Party,Pyro,chamber,sentinel,0.111,13,123.0,0.31,84.9,0.62,0.31,0.31,0.08,0.00,4,13,4,1,0,1385
1627,LaZe,nephh,kayo,initiator,0.444,163,224.9,1.20,144.8,0.77,0.74,0.53,0.13,0.06,120,100,86,21,9,n/a
1628,LaZe,nephh,breach,initiator,0.278,105,206.2,1.05,131.9,0.8,0.74,0.35,0.08,0.10,78,74,37,8,10,n/a
1629,LaZe,nephh,skye,initiator,0.16699999999999998,74,259.7,1.15,161.7,0.81,0.81,0.55,0.19,0.09,60,52,41,14,7,n/a
1630,LaZe,nephh,yoru,duelist,0.111,39,154.0,0.63,97.5,0.49,0.51,0.18,0.15,0.21,20,32,7,6,8,n/a
1631,n/a,Boom,chamber,sentinel,0.7859999999999999,219,238.9,1.27,150.8,0.75,0.80,0.18,0.18,0.11,176,139,40,39,23,n/a
1632,n/a,Boom,cypher,sentinel,0.14300000000000002,42,169.0,0.72,118.5,0.67,0.55,0.19,0.12,0.07,23,32,8,5,3,n/a
1633,n/a,Boom,sage,sentinel,0.071,21,272.0,1.18,154.1,0.57,0.95,0.19,0.10,0.24,20,17,4,2,5,n/a
1634,unsigned,siJk,raze,duelist,0.563,193,264.2,1.32,173.2,0.76,0.91,0.23,0.21,0.15,175,133,45,40,28,1449
1635,unsigned,siJk,chamber,sentinel,0.25,82,254.5,1.49,162.2,0.72,0.96,0.10,0.17,0.17,79,53,8,14,14,1449
1636,unsigned,siJk,jett,duelist,0.188,65,211.7,1.37,132.9,0.77,0.80,0.08,0.23,0.12,52,38,5,15,8,1449
1637,Built By Gamers Academy,FireBallOps,chamber,sentinel,0.513,805,222.9,1.15,144.2,0.68,0.80,0.14,0.16,0.14,648,564,111,125,111,1629
1638,Built By Gamers Academy,FireBallOps,raze,duelist,0.244,406,252.6,1.06,167.6,0.71,0.83,0.23,0.16,0.15,337,319,93,63,61,1629
1639,Built By Gamers Academy,FireBallOps,killjoy,sentinel,0.179,292,227.9,1.21,155.8,0.73,0.82,0.17,0.09,0.11,238,196,51,27,31,1629
1640,Built By Gamers Academy,FireBallOps,reyna,duelist,0.026000000000000002,44,253.5,1.31,172.4,0.75,0.86,0.16,0.18,0.14,38,29,7,8,6,1629
1641,Built By Gamers Academy,FireBallOps,jett,duelist,0.026000000000000002,42,201.5,0.85,125.0,0.67,0.69,0.17,0.14,0.17,29,34,7,6,7,1629
1642,Built By Gamers Academy,FireBallOps,kayo,initiator,0.013000000000000001,22,225.0,1.14,156.7,0.73,0.73,0.41,0.09,0.14,16,14,9,2,3,1629
1643,H34DHUNT3RZ,sacred,jett,duelist,0.4,317,219.9,1.07,142.8,0.67,0.78,0.14,0.18,0.14,246,230,44,56,45,1440
1644,H34DHUNT3RZ,sacred,viper,controller,0.25,211,219.3,1.03,147.7,0.7,0.78,0.28,0.12,0.13,164,160,60,25,28,1440
1645,H34DHUNT3RZ,sacred,omen,controller,0.075,60,196.3,0.95,124.8,0.73,0.68,0.42,0.05,0.08,41,43,25,3,5,1440
1646,H34DHUNT3RZ,sacred,raze,duelist,0.075,59,268.3,1.35,156.0,0.78,0.92,0.29,0.24,0.07,54,40,17,14,4,1440
1647,H34DHUNT3RZ,sacred,chamber,sentinel,0.075,61,198.3,0.94,117.0,0.7,0.74,0.07,0.21,0.18,45,48,4,13,11,1440
1648,H34DHUNT3RZ,sacred,astra,controller,0.05,38,176.0,1.00,105.9,0.74,0.66,0.21,0.03,0.13,25,25,8,1,5,1440
1649,H34DHUNT3RZ,sacred,kayo,initiator,0.025,21,210.0,0.78,127.1,0.71,0.67,0.52,0.19,0.10,14,18,11,4,2,1440
1650,H34DHUNT3RZ,sacred,sage,sentinel,0.025,21,163.0,1.00,115.2,0.71,0.57,0.38,0.05,0.19,12,12,8,1,4,1440
1651,H34DHUNT3RZ,sacred,reyna,duelist,0.025,24,212.0,1.20,123.3,0.54,0.75,0.17,0.08,0.08,18,15,4,2,2,1440
1652,The Ganaccis,randyySAVAGE,chamber,sentinel,0.654,732,240.6,1.27,151.9,0.7,0.86,0.11,0.19,0.13,630,496,83,135,89,1624
1653,The Ganaccis,randyySAVAGE,killjoy,sentinel,0.26899999999999996,293,206.4,1.12,141.1,0.74,0.72,0.19,0.08,0.06,212,189,56,23,18,1624
1654,The Ganaccis,randyySAVAGE,viper,controller,0.077,83,173.8,0.88,115.2,0.66,0.63,0.22,0.07,0.08,52,59,18,6,7,1624
1655,Ambition,Bobovo,kayo,initiator,0.5,414,226.6,1.12,146.9,0.77,0.79,0.44,0.09,0.06,325,290,182,38,24,1437
1656,Ambition,Bobovo,jett,duelist,0.132,110,242.6,1.11,151.7,0.7,0.85,0.13,0.22,0.18,93,84,14,24,20,1437
1657,Ambition,Bobovo,viper,controller,0.105,89,192.3,0.92,135.1,0.78,0.62,0.42,0.04,0.06,55,60,37,4,5,1437
1658,Ambition,Bobovo,chamber,sentinel,0.079,61,178.7,0.81,108.9,0.59,0.64,0.08,0.11,0.16,39,48,5,7,10,1437
1659,Ambition,Bobovo,fade,initiator,0.053,39,188.5,0.96,121.8,0.74,0.64,0.44,0.05,0.08,25,26,17,2,3,1437
1660,Ambition,Bobovo,omen,controller,0.053,42,207.0,1.00,141.3,0.76,0.74,0.29,0.07,0.02,31,31,12,3,1,1437
1661,Ambition,Bobovo,neon,duelist,0.026000000000000002,19,291.0,1.54,156.5,0.74,1.05,0.00,0.26,0.05,20,13,0,5,1,1437
1662,Ambition,Bobovo,breach,initiator,0.026000000000000002,18,210.0,0.71,128.4,0.78,0.67,0.39,0.06,0.17,12,17,7,1,3,1437
1663,Ambition,Bobovo,astra,controller,0.026000000000000002,18,158.0,1.22,104.3,0.94,0.61,0.67,0.17,0.11,11,9,12,3,2,1437
1664,Night Wings Gaming,Monkeyking,chamber,sentinel,0.778,158,217.9,1.14,138.2,0.68,0.80,0.10,0.19,0.08,127,111,16,30,13,1670
1665,Night Wings Gaming,Monkeyking,jett,duelist,0.222,41,252.5,1.24,154.3,0.68,0.88,0.10,0.27,0.10,36,29,4,11,4,1670
1666,Area of Effect,demon,raze,duelist,0.395,312,226.6,0.94,153.7,0.62,0.75,0.21,0.16,0.21,233,248,66,50,65,1443
1667,Area of Effect,demon,jett,duelist,0.395,301,225.3,1.07,145.7,0.7,0.79,0.19,0.17,0.15,237,221,56,50,44,1443
1668,Area of Effect,demon,phoenix,duelist,0.105,81,216.0,0.78,147.5,0.62,0.72,0.23,0.11,0.12,58,74,19,9,10,1443
1669,Area of Effect,demon,neon,duelist,0.053,42,190.0,0.67,113.3,0.55,0.62,0.14,0.14,0.26,26,39,6,6,11,1443
1670,Area of Effect,demon,chamber,sentinel,0.026000000000000002,21,202.0,1.00,132.4,0.67,0.71,0.00,0.10,0.10,15,15,0,2,2,1443
1671,Area of Effect,demon,kayo,initiator,0.026000000000000002,23,186.0,1.07,117.8,0.65,0.65,0.26,0.04,0.09,15,14,6,1,2,1443
1672,n/a,v1c,omen,controller,0.382,271,214.5,1.20,139.5,0.8,0.77,0.44,0.07,0.06,208,174,119,19,15,n/a
1673,n/a,v1c,kayo,initiator,0.147,85,203.8,0.94,136.1,0.66,0.69,0.39,0.05,0.08,59,63,33,4,7,n/a
1674,n/a,v1c,viper,controller,0.147,101,219.2,1.33,141.4,0.82,0.79,0.27,0.05,0.05,80,60,27,5,5,n/a
1675,n/a,v1c,breach,initiator,0.11800000000000001,91,250.5,1.44,160.4,0.78,0.87,0.35,0.09,0.10,79,55,32,8,9,n/a
1676,n/a,v1c,chamber,sentinel,0.08800000000000001,65,242.3,1.20,169.1,0.72,0.83,0.26,0.15,0.14,54,45,17,10,9,n/a
1677,n/a,v1c,skye,initiator,0.059000000000000004,40,223.5,1.29,155.3,0.78,0.78,0.30,0.03,0.10,31,24,12,1,4,n/a
1678,n/a,v1c,sage,sentinel,0.028999999999999998,23,225.0,1.19,146.1,0.78,0.83,0.48,0.13,0.09,19,16,11,3,2,n/a
1679,n/a,v1c,brimstone,controller,0.028999999999999998,21,169.0,0.87,114.3,0.52,0.62,0.14,0.05,0.14,13,15,3,1,3,n/a
1680,Fancy United Esports,YESicaN,skye,initiator,0.375,59,192.3,1.05,124.7,0.66,0.69,0.22,0.07,0.17,41,39,13,4,10,1515
1681,Fancy United Esports,YESicaN,viper,controller,0.25,43,274.0,1.41,179.9,0.79,0.95,0.33,0.09,0.02,41,29,14,4,1,1515
1682,Fancy United Esports,YESicaN,astra,controller,0.125,23,234.0,1.13,157.5,0.7,0.78,0.17,0.17,0.13,18,16,4,4,3,1515
1683,Fancy United Esports,YESicaN,raze,duelist,0.125,21,189.0,1.00,136.6,0.71,0.67,0.24,0.10,0.14,14,14,5,2,3,1515
1684,Fancy United Esports,YESicaN,kayo,initiator,0.125,20,189.0,0.76,110.3,0.65,0.65,0.40,0.05,0.05,13,17,8,1,1,1515
1685,FUSION,Dcop,fade,initiator,0.4,130,224.3,1.12,135.7,0.76,0.78,0.39,0.11,0.06,102,91,51,14,8,1934
1686,FUSION,Dcop,reyna,duelist,0.2,55,241.0,1.22,156.7,0.64,0.82,0.15,0.15,0.07,45,37,8,8,4,1934
1687,FUSION,Dcop,sage,sentinel,0.133,37,175.0,0.68,112.2,0.59,0.57,0.30,0.05,0.24,21,31,11,2,9,1934
1688,FUSION,Dcop,raze,duelist,0.067,23,210.0,0.71,139.4,0.83,0.65,0.26,0.22,0.30,15,21,6,5,7,1934
1689,FUSION,Dcop,neon,duelist,0.067,21,258.0,1.54,156.5,0.67,0.95,0.24,0.19,0.29,20,13,5,4,6,1934
1690,FUSION,Dcop,viper,controller,0.067,19,129.0,0.53,83.3,0.58,0.42,0.11,0.11,0.21,8,15,2,2,4,1934
1691,FUSION,Dcop,sova,initiator,0.067,26,240.0,1.16,174.7,0.77,0.85,0.23,0.04,0.19,22,19,6,1,5,1934
1692,FURIA,Khalil,omen,controller,0.5,89,221.8,1.13,142.7,0.71,0.80,0.35,0.06,0.02,71,63,31,5,2,1745
1693,FURIA,Khalil,viper,controller,0.25,47,244.0,1.65,159.5,0.85,0.91,0.26,0.04,0.02,43,26,12,2,1,1745
1694,FURIA,Khalil,killjoy,sentinel,0.25,46,191.5,1.11,148.1,0.74,0.67,0.24,0.07,0.02,31,28,11,3,1,1745
1695,Orangutan Female,Lax,chamber,sentinel,0.667,34,228.5,1.81,143.9,0.76,0.85,0.12,0.03,0.06,29,16,4,1,2,1588
1696,Orangutan Female,Lax,omen,controller,0.33299999999999996,26,194.0,1.12,127.5,0.77,0.73,0.19,0.04,0.00,19,17,5,1,0,1588
1697,YFP Gaming,ALEKSANDAR,jett,duelist,0.6,56,256.0,1.15,164.9,0.64,0.95,0.07,0.21,0.13,53,46,4,12,7,1420
1698,YFP Gaming,ALEKSANDAR,raze,duelist,0.4,41,263.5,1.06,181.5,0.73,0.90,0.15,0.15,0.22,37,35,6,6,9,1420
1699,Team Queso,Katu,chamber,sentinel,0.867,249,226.5,1.38,148.3,0.73,0.84,0.13,0.13,0.12,209,152,32,33,29,1470
1700,Team Queso,Katu,omen,controller,0.067,28,182.0,0.86,121.0,0.68,0.64,0.21,0.14,0.07,18,21,6,4,2,1470
1701,Team Queso,Katu,astra,controller,0.067,19,195.0,0.88,127.5,0.58,0.74,0.26,0.05,0.21,14,16,5,1,4,1470
1702,n/a,szimpli,raze,duelist,0.8,159,232.1,1.11,156.0,0.74,0.82,0.18,0.23,0.18,130,117,29,36,28,n/a
1703,n/a,szimpli,chamber,sentinel,0.1,21,164.0,0.63,103.0,0.62,0.57,0.05,0.33,0.19,12,19,1,7,4,n/a
1704,n/a,szimpli,jett,duelist,0.1,20,197.0,0.76,125.8,0.75,0.65,0.25,0.20,0.10,13,17,5,4,2,n/a
1705,SPARX ESPORTS,Keodo,chamber,sentinel,0.444,92,226.8,1.04,145.5,0.6,0.78,0.10,0.12,0.15,72,69,9,11,14,1321
1706,SPARX ESPORTS,Keodo,omen,controller,0.33299999999999996,58,205.3,0.91,130.1,0.59,0.72,0.29,0.03,0.09,42,46,17,2,5,1321
1707,SPARX ESPORTS,Keodo,cypher,sentinel,0.111,20,183.0,1.08,117.5,0.75,0.65,0.15,0.10,0.00,13,12,3,2,0,1321
1708,SPARX ESPORTS,Keodo,viper,controller,0.111,24,196.0,1.13,125.2,0.83,0.75,0.25,0.13,0.13,18,16,6,3,3,1321
1709,CrouchShoot,FIEND,chamber,sentinel,1.0,742,237.6,1.22,150.9,0.71,0.84,0.17,0.19,0.12,626,513,124,144,89,1481
1710,Fallacy,ketarys,viper,controller,0.385,332,211.5,1.11,137.5,0.73,0.76,0.29,0.07,0.05,252,227,95,24,17,1635
1711,Fallacy,ketarys,omen,controller,0.308,227,215.4,1.36,136.1,0.8,0.78,0.37,0.07,0.04,176,129,83,15,10,1635
1712,Fallacy,ketarys,brimstone,controller,0.231,186,206.4,1.07,137.4,0.74,0.73,0.33,0.03,0.07,135,126,61,5,13,1635
1713,Fallacy,ketarys,astra,controller,0.077,57,229.7,1.44,152.9,0.75,0.86,0.25,0.09,0.05,49,34,14,5,3,1635
1714,FUMA Gaming,Aisling,viper,controller,0.625,99,182.4,0.80,118.7,0.75,0.61,0.31,0.09,0.09,60,75,31,9,9,1504
1715,FUMA Gaming,Aisling,omen,controller,0.125,19,142.0,0.57,97.7,0.63,0.42,0.26,0.11,0.11,8,14,5,2,2,1504
1716,FUMA Gaming,Aisling,sova,initiator,0.125,26,227.0,1.29,155.5,0.77,0.85,0.12,0.04,0.15,22,17,3,1,4,1504
1717,FUMA Gaming,Aisling,brimstone,controller,0.125,19,346.0,2.27,201.2,0.95,1.32,0.37,0.16,0.11,25,11,7,3,2,1504
1718,Zer0 Latency,Katashio,jett,duelist,0.324,231,225.4,0.95,147.8,0.68,0.78,0.18,0.10,0.13,181,190,41,23,29,1431
1719,Zer0 Latency,Katashio,raze,duelist,0.324,228,232.6,1.08,154.8,0.7,0.79,0.17,0.11,0.11,180,167,39,25,25,1431
1720,Zer0 Latency,Katashio,neon,duelist,0.147,100,223.8,0.98,143.8,0.67,0.78,0.22,0.07,0.11,78,80,22,7,11,1431
1721,Zer0 Latency,Katashio,sage,sentinel,0.11800000000000001,75,181.3,1.02,115.0,0.68,0.68,0.27,0.07,0.07,51,50,20,5,5,1431
1722,Zer0 Latency,Katashio,chamber,sentinel,0.028999999999999998,21,188.0,0.81,108.5,0.67,0.62,0.14,0.19,0.19,13,16,3,4,4,1431
1723,Zer0 Latency,Katashio,breach,initiator,0.028999999999999998,21,112.0,0.47,77.1,0.62,0.33,0.29,0.05,0.14,7,15,6,1,3,1431
1724,Zer0 Latency,Katashio,viper,controller,0.028999999999999998,22,234.0,0.89,148.2,0.59,0.73,0.14,0.18,0.09,16,18,3,4,2,1431
1725,n/a,supermonkey,chamber,sentinel,0.778,313,238.8,1.13,157.1,0.68,0.87,0.14,0.19,0.12,271,240,45,58,39,n/a
1726,n/a,supermonkey,jett,duelist,0.222,85,263.8,1.26,163.0,0.73,0.96,0.15,0.26,0.19,82,65,13,22,16,n/a
1727,Phoenix Esport,Minisk1N,chamber,sentinel,0.8,234,234.4,1.33,157.2,0.73,0.86,0.15,0.11,0.07,202,152,36,26,16,1709
1728,Phoenix Esport,Minisk1N,sova,initiator,0.067,19,139.0,0.63,91.2,0.58,0.53,0.16,0.00,0.11,10,16,3,0,2,1709
1729,Phoenix Esport,Minisk1N,phoenix,duelist,0.067,23,292.0,1.92,208.3,0.7,1.00,0.26,0.04,0.09,23,12,6,1,2,1709
1730,Phoenix Esport,Minisk1N,raze,duelist,0.067,17,151.0,0.53,111.5,0.53,0.47,0.18,0.12,0.29,8,15,3,2,5,1709
1731,Valkyrie,MattZ,chamber,sentinel,0.8059999999999999,588,245.7,1.30,160.8,0.71,0.90,0.13,0.18,0.13,532,409,74,106,74,1391
1732,Valkyrie,MattZ,killjoy,sentinel,0.16699999999999998,129,195.5,0.87,136.3,0.73,0.66,0.22,0.09,0.08,85,98,28,12,10,1391
1733,Valkyrie,MattZ,breach,initiator,0.027999999999999997,15,199.0,0.64,146.6,0.8,0.60,0.47,0.00,0.27,9,14,7,0,4,1391
1734,Dark Ratio,ZexRow,chamber,sentinel,0.883,1383,213.5,1.33,136.6,0.75,0.81,0.13,0.12,0.09,1116,841,179,171,127,1805
1735,Dark Ratio,ZexRow,skye,initiator,0.052000000000000005,76,200.3,1.14,132.0,0.78,0.74,0.25,0.08,0.09,56,49,19,6,7,1805
1736,Dark Ratio,ZexRow,jett,duelist,0.039,73,229.3,1.06,144.2,0.74,0.78,0.27,0.14,0.14,57,54,20,10,10,1805
1737,Dark Ratio,ZexRow,killjoy,sentinel,0.013000000000000001,23,181.0,0.82,121.0,0.7,0.61,0.17,0.09,0.04,14,17,4,2,1,1805
1738,Dark Ratio,ZexRow,kayo,initiator,0.013000000000000001,21,178.0,0.93,118.9,0.67,0.67,0.38,0.10,0.05,14,15,8,2,1,1805
1739,ANKAA Esports,JustnatioNN,neon,duelist,0.545,132,233.8,1.04,152.2,0.61,0.80,0.16,0.20,0.16,105,101,21,27,21,1689
1740,ANKAA Esports,JustnatioNN,jett,duelist,0.182,43,270.5,1.79,165.3,0.79,1.00,0.16,0.23,0.14,43,24,7,10,6,1689
1741,ANKAA Esports,JustnatioNN,raze,duelist,0.091,19,187.0,0.53,128.9,0.68,0.47,0.47,0.21,0.32,9,17,9,4,6,1689
1742,ANKAA Esports,JustnatioNN,skye,initiator,0.091,19,109.0,0.50,63.2,0.42,0.42,0.05,0.00,0.11,8,16,1,0,2,1689
1743,ANKAA Esports,JustnatioNN,phoenix,duelist,0.091,20,230.0,0.82,145.6,0.6,0.70,0.20,0.15,0.20,14,17,4,3,4,1689
1744,Nearest Airport,Andersin,omen,controller,0.55,937,222.2,1.08,142.0,0.73,0.76,0.35,0.11,0.10,713,658,325,104,93,1636
1745,Nearest Airport,Andersin,viper,controller,0.213,350,242.1,1.24,158.5,0.73,0.85,0.29,0.10,0.11,297,239,103,36,38,1636
1746,Nearest Airport,Andersin,astra,controller,0.138,223,241.2,1.30,153.4,0.76,0.87,0.34,0.10,0.09,193,149,75,22,19,1636
1747,Nearest Airport,Andersin,brimstone,controller,0.08800000000000001,162,182.4,0.96,120.4,0.72,0.66,0.26,0.08,0.10,107,111,42,13,17,1636
1748,Nearest Airport,Andersin,chamber,sentinel,0.013000000000000001,21,163.0,0.58,109.0,0.62,0.52,0.19,0.10,0.33,11,19,4,2,7,1636
1749,On Sla2ers,eKo,sova,initiator,0.33299999999999996,24,198.0,1.06,130.5,0.79,0.71,0.17,0.13,0.13,17,16,4,3,3,1663
1750,On Sla2ers,eKo,skye,initiator,0.33299999999999996,23,191.0,0.89,112.7,0.7,0.70,0.26,0.13,0.04,16,18,6,3,1,1663
1751,On Sla2ers,eKo,chamber,sentinel,0.33299999999999996,20,260.0,1.20,154.9,0.75,0.90,0.15,0.20,0.15,18,15,3,4,3,1663
1752,n/a,Kenji,jett,duelist,0.667,84,282.0,1.04,168.5,0.71,0.95,0.11,0.23,0.18,80,77,9,19,15,n/a
1753,n/a,Kenji,yoru,duelist,0.16699999999999998,24,283.0,1.50,181.3,0.75,1.00,0.21,0.17,0.29,24,16,5,4,7,n/a
1754,n/a,Kenji,raze,duelist,0.16699999999999998,16,140.0,0.53,69.4,0.5,0.50,0.06,0.06,0.25,8,15,1,1,4,n/a
1755,BIG,Twisten,jett,duelist,0.75,64,195.3,0.91,126.4,0.67,0.67,0.11,0.20,0.17,43,47,7,13,11,1592
1756,BIG,Twisten,raze,duelist,0.25,22,279.0,1.31,169.4,0.64,0.95,0.18,0.09,0.14,21,16,4,2,3,1592
1757,Anaadi Army,DOXZ3R,sova,initiator,0.25,92,236.4,1.01,150.4,0.67,0.77,0.28,0.05,0.05,71,70,26,5,5,1370
1758,Anaadi Army,DOXZ3R,astra,controller,0.25,104,197.4,0.95,127.1,0.7,0.71,0.32,0.12,0.07,74,78,33,12,7,1370
1759,Anaadi Army,DOXZ3R,omen,controller,0.2,89,203.8,1.02,130.3,0.72,0.69,0.47,0.15,0.10,61,60,42,13,9,1370
1760,Anaadi Army,DOXZ3R,sage,sentinel,0.1,43,223.5,0.94,146.6,0.58,0.77,0.28,0.09,0.07,33,35,12,4,3,1370
1761,Anaadi Army,DOXZ3R,brimstone,controller,0.1,32,245.5,1.26,152.6,0.84,0.91,0.28,0.06,0.09,29,23,9,2,3,1370
1762,Anaadi Army,DOXZ3R,viper,controller,0.1,35,224.5,0.87,133.5,0.57,0.74,0.37,0.09,0.11,26,30,13,3,4,1370
1763,01 Esports,str1keR,omen,controller,0.56,303,220.7,1.20,144.2,0.74,0.80,0.35,0.08,0.07,242,202,106,24,21,1835
1764,01 Esports,str1keR,kayo,initiator,0.28,138,194.7,0.83,124.5,0.71,0.64,0.50,0.06,0.06,89,107,69,8,8,1835
1765,01 Esports,str1keR,chamber,sentinel,0.16,89,223.3,0.88,144.6,0.72,0.75,0.09,0.20,0.12,67,76,8,18,11,1835
1766,Finest Overwolf Origin,ShonP,sova,initiator,0.893,536,220.6,1.05,154.6,0.76,0.73,0.34,0.09,0.04,390,373,182,49,24,1392
1767,Finest Overwolf Origin,ShonP,fade,initiator,0.107,65,214.0,0.98,135.9,0.69,0.72,0.28,0.06,0.11,47,48,18,4,7,1392
1768,Rebels Gaming,jannyXD,chamber,sentinel,0.41700000000000004,97,223.8,1.35,141.1,0.73,0.87,0.11,0.18,0.12,84,62,11,17,12,1558
1769,Rebels Gaming,jannyXD,raze,duelist,0.33299999999999996,72,225.3,1.16,153.0,0.74,0.81,0.21,0.19,0.21,58,50,15,14,15,1558
1770,Rebels Gaming,jannyXD,jett,duelist,0.25,65,198.0,0.92,128.5,0.68,0.68,0.17,0.17,0.15,44,48,11,11,10,1558
1771,Vexo Esports,DraYstaR,sova,initiator,0.667,428,200.3,1.33,136.7,0.77,0.70,0.32,0.06,0.02,298,224,135,24,8,1462
1772,Vexo Esports,DraYstaR,breach,initiator,0.133,76,206.5,1.44,128.4,0.79,0.82,0.32,0.03,0.01,62,43,24,2,1,1462
1773,Vexo Esports,DraYstaR,fade,initiator,0.1,60,236.0,1.30,141.9,0.78,0.87,0.23,0.03,0.02,52,40,14,2,1,1462
1774,Vexo Esports,DraYstaR,sage,sentinel,0.1,67,241.0,1.32,154.9,0.87,0.87,0.36,0.06,0.01,58,44,24,4,1,1462
1775,n/a,dxn,jett,duelist,1.0,57,215.7,0.98,138.4,0.61,0.77,0.09,0.18,0.18,44,45,5,10,10,n/a
1776,DawN,Muddy,jett,duelist,0.316,126,266.5,1.40,170.5,0.71,0.94,0.19,0.18,0.08,119,85,24,23,10,1420
1777,DawN,Muddy,chamber,sentinel,0.316,130,220.5,1.35,152.1,0.75,0.82,0.18,0.11,0.06,107,79,23,14,8,1420
1778,DawN,Muddy,neon,duelist,0.21100000000000002,77,292.8,1.50,189.2,0.81,0.97,0.29,0.21,0.12,75,50,22,16,9,1420
1779,DawN,Muddy,raze,duelist,0.158,60,195.0,0.66,135.9,0.67,0.58,0.27,0.10,0.17,35,53,16,6,10,1420
1780,Leviatán,kiNgg,kayo,initiator,0.35700000000000004,214,206.6,1.00,133.0,0.7,0.69,0.36,0.13,0.10,147,147,77,27,22,2363
1781,Leviatán,kiNgg,raze,duelist,0.35700000000000004,236,217.3,1.01,144.5,0.71,0.72,0.19,0.17,0.15,170,168,45,41,36,2363
1782,Leviatán,kiNgg,neon,duelist,0.214,124,237.5,1.23,145.0,0.69,0.83,0.13,0.20,0.20,103,84,16,25,25,2363
1783,Leviatán,kiNgg,viper,controller,0.071,36,186.5,0.95,116.2,0.81,0.56,0.42,0.08,0.03,20,21,15,3,1,2363
1784,NRG Esports,s0m,raze,duelist,0.462,127,227.5,1.05,153.6,0.8,0.76,0.23,0.13,0.09,97,92,29,16,11,1941
1785,NRG Esports,s0m,omen,controller,0.231,72,200.3,0.83,127.3,0.67,0.69,0.26,0.04,0.14,50,60,19,3,10,1941
1786,NRG Esports,s0m,sage,sentinel,0.154,42,218.5,1.10,134.7,0.74,0.76,0.40,0.10,0.05,32,29,17,4,2,1941
1787,NRG Esports,s0m,neon,duelist,0.077,17,212.0,0.85,149.4,0.65,0.65,0.29,0.18,0.12,11,13,5,3,2,1941
1788,NRG Esports,s0m,jett,duelist,0.077,20,186.0,0.87,108.9,0.5,0.65,0.15,0.05,0.35,13,15,3,1,7,1941
1789,NTER,SpringMo,raze,duelist,0.542,281,252.5,1.05,175.1,0.72,0.83,0.30,0.12,0.14,234,223,84,33,40,1664
1790,NTER,SpringMo,jett,duelist,0.25,131,221.3,1.00,141.3,0.7,0.80,0.22,0.21,0.19,105,105,29,27,25,1664
1791,NTER,SpringMo,neon,duelist,0.20800000000000002,99,256.4,1.06,158.4,0.69,0.84,0.21,0.16,0.15,83,78,21,16,15,1664
1792,Rebels Gaming,GatsH,astra,controller,0.33299999999999996,82,188.5,0.88,124.0,0.71,0.61,0.24,0.11,0.07,50,57,20,9,6,1558
1793,Rebels Gaming,GatsH,viper,controller,0.33299999999999996,77,254.5,1.71,164.2,0.81,0.94,0.26,0.16,0.08,72,42,20,12,6,1558
1794,Rebels Gaming,GatsH,chamber,sentinel,0.16699999999999998,42,178.5,1.04,116.5,0.67,0.69,0.14,0.07,0.17,29,28,6,3,7,1558
1795,Rebels Gaming,GatsH,sage,sentinel,0.083,16,299.0,2.57,177.3,0.94,1.13,0.19,0.38,0.00,18,7,3,6,0,1558
1796,Rebels Gaming,GatsH,brimstone,controller,0.083,17,185.0,1.00,124.8,0.71,0.65,0.18,0.06,0.06,11,11,3,1,1,1558
1797,E-Xolos LAZER,Feniz,killjoy,sentinel,0.455,97,242.4,1.26,162.3,0.71,0.85,0.15,0.06,0.10,82,65,15,6,10,2000
1798,E-Xolos LAZER,Feniz,chamber,sentinel,0.455,101,226.8,1.18,152.3,0.78,0.83,0.15,0.16,0.04,84,71,15,16,4,2000
1799,E-Xolos LAZER,Feniz,cypher,sentinel,0.091,19,141.0,0.75,94.7,0.53,0.47,0.11,0.05,0.05,9,12,2,1,1,2000
