,current_team,player_name,agent_played,role_on_team,usage,rnd_num,avg_combat_score,kill_death_ratio,avg_dmg,kast,kills_per_rnd,ast_per_rnd,fk_per_rnd,fd_per_rnd,kills,death,ast,fk,fd,team_rank
6105,OG LDN UTD,Destrian,fade,initiator,0.4,40,111.0,0.45,79.3,0.63,0.38,0.38,0.00,0.08,15,33,15,0,3,1649
6106,OG LDN UTD,Destrian,breach,initiator,0.2,19,234.0,0.93,155.3,0.63,0.74,0.11,0.05,0.05,14,15,2,1,1,1649
6107,OG LDN UTD,Destrian,sova,initiator,0.2,20,236.0,1.33,160.2,0.9,0.80,0.50,0.15,0.00,16,12,10,3,0,1649
6108,OG LDN UTD,Destrian,brimstone,controller,0.2,32,168.0,0.76,113.8,0.78,0.50,0.59,0.13,0.09,16,21,19,4,3,1649
6109,Alliance Coven,Kuripuuya,astra,controller,0.5,61,181.0,0.89,106.8,0.66,0.66,0.21,0.11,0.11,40,45,13,7,7,1666
6110,Alliance Coven,Kuripuuya,omen,controller,0.33299999999999996,36,169.5,0.92,113.6,0.75,0.61,0.44,0.11,0.08,22,24,16,4,3,1666
6111,Alliance Coven,Kuripuuya,viper,controller,0.16699999999999998,20,300.0,1.25,180.9,0.85,1.00,0.35,0.15,0.05,20,16,7,3,1,1666
6112,TropiCaos,vene,killjoy,sentinel,0.4,89,220.8,1.25,154.1,0.73,0.73,0.27,0.08,0.06,65,52,24,7,5,1472
6113,TropiCaos,vene,chamber,sentinel,0.3,54,177.3,0.70,113.0,0.54,0.57,0.07,0.06,0.09,31,44,4,3,5,1472
6114,TropiCaos,vene,brimstone,controller,0.2,37,229.5,0.90,140.5,0.62,0.73,0.30,0.03,0.03,27,30,11,1,1,1472
6115,TropiCaos,vene,viper,controller,0.1,14,109.0,0.29,70.1,0.5,0.29,0.29,0.00,0.07,4,14,4,0,1,1472
6116,PUGSTARS,AntoL,fade,initiator,0.5,152,188.1,0.98,118.4,0.74,0.64,0.44,0.05,0.10,97,99,67,7,15,1431
6117,PUGSTARS,AntoL,sova,initiator,0.188,62,179.0,0.66,127.4,0.71,0.56,0.32,0.08,0.05,35,53,20,5,3,1431
6118,PUGSTARS,AntoL,kayo,initiator,0.188,53,210.7,1.05,127.8,0.74,0.75,0.45,0.06,0.15,40,38,24,3,8,1431
6119,PUGSTARS,AntoL,breach,initiator,0.125,44,196.5,1.10,115.6,0.61,0.77,0.14,0.05,0.09,34,31,6,2,4,1431
6120,Griffin E-Sports,Rainy,kayo,initiator,0.3,65,181.7,0.78,117.8,0.69,0.55,0.37,0.14,0.09,36,46,24,9,6,1504
6121,Griffin E-Sports,Rainy,sova,initiator,0.3,56,162.0,0.97,109.7,0.66,0.59,0.34,0.02,0.04,33,34,19,1,2,1504
6122,Griffin E-Sports,Rainy,fade,initiator,0.2,40,156.5,0.81,103.0,0.73,0.55,0.43,0.00,0.08,22,27,17,0,3,1504
6123,Griffin E-Sports,Rainy,sage,sentinel,0.2,40,187.0,0.66,124.2,0.63,0.58,0.45,0.10,0.05,23,35,18,4,2,1504
6124,ZETA DIVISION,crow,fade,initiator,0.5,112,152.2,0.77,101.6,0.78,0.50,0.49,0.02,0.02,56,73,55,2,2,2400
6125,ZETA DIVISION,crow,skye,initiator,0.2,40,205.5,1.25,145.3,0.85,0.75,0.40,0.05,0.13,30,24,16,2,5,2400
6126,ZETA DIVISION,crow,breach,initiator,0.2,37,155.5,0.85,95.5,0.78,0.59,0.41,0.03,0.00,22,26,15,1,0,2400
6127,ZETA DIVISION,crow,sova,initiator,0.1,24,235.0,0.95,159.5,0.67,0.75,0.13,0.13,0.08,18,19,3,3,2,2400
6128,RIZON,shiio,omen,controller,0.643,376,185.2,0.91,122.0,0.7,0.63,0.39,0.07,0.07,237,260,148,27,25,1372
6129,RIZON,shiio,astra,controller,0.179,111,182.0,0.93,115.4,0.72,0.62,0.26,0.08,0.05,69,74,29,9,5,1372
6130,RIZON,shiio,viper,controller,0.179,108,192.2,0.95,130.6,0.71,0.66,0.28,0.09,0.06,71,75,30,10,7,1372
6131,Team Revenge,welyy,sova,initiator,0.667,345,199.2,0.93,139.5,0.73,0.64,0.38,0.09,0.05,222,240,130,30,18,1433
6132,Team Revenge,welyy,breach,initiator,0.20800000000000002,102,151.4,0.73,100.6,0.7,0.51,0.34,0.02,0.07,52,71,35,2,7,1433
6133,Team Revenge,welyy,sage,sentinel,0.042,21,103.0,0.37,61.8,0.48,0.33,0.19,0.10,0.14,7,19,4,2,3,1433
6134,Team Revenge,welyy,fade,initiator,0.042,20,177.0,0.79,119.3,0.55,0.55,0.30,0.00,0.15,11,14,6,0,3,1433
6135,Team Revenge,welyy,astra,controller,0.042,21,182.0,1.08,134.5,0.71,0.62,0.24,0.05,0.05,13,12,5,1,1,1433
6136,FOKUS,iluri,sova,initiator,0.4,44,212.0,1.03,150.1,0.75,0.77,0.30,0.05,0.07,34,33,13,2,3,1618
6137,FOKUS,iluri,sage,sentinel,0.2,20,81.0,0.50,45.9,0.6,0.30,0.20,0.05,0.10,6,12,4,1,2,1618
6138,FOKUS,iluri,brimstone,controller,0.2,17,176.0,0.56,112.5,0.59,0.53,0.24,0.12,0.06,9,16,4,2,1,1618
6139,FOKUS,iluri,breach,initiator,0.2,32,178.0,0.87,112.4,0.59,0.63,0.19,0.03,0.06,20,23,6,1,2,1618
6140,SG e-Sports,szk,omen,controller,0.25,24,217.0,1.00,136.6,0.58,0.79,0.13,0.00,0.04,19,19,3,0,1,1537
6141,SG e-Sports,szk,kayo,initiator,0.25,16,186.0,0.60,135.4,0.63,0.56,0.31,0.13,0.19,9,15,5,2,3,1537
6142,SG e-Sports,szk,chamber,sentinel,0.25,24,181.0,1.00,118.2,0.67,0.71,0.00,0.08,0.17,17,17,0,2,4,1537
6143,SG e-Sports,szk,neon,duelist,0.25,24,148.0,0.65,106.5,0.58,0.54,0.17,0.13,0.25,13,20,4,3,6,1537
6144,FAV gaming,LOB,sage,sentinel,0.5,56,190.0,1.03,130.2,0.73,0.68,0.30,0.07,0.05,38,37,17,4,3,1702
6145,FAV gaming,LOB,fade,initiator,0.33299999999999996,44,137.0,0.69,105.8,0.64,0.45,0.23,0.07,0.00,20,29,10,3,0,1702
6146,FAV gaming,LOB,sova,initiator,0.16699999999999998,20,186.0,1.75,119.0,0.8,0.70,0.35,0.00,0.10,14,8,7,0,2,1702
6147,OnlyFriends,GauRanG,omen,controller,0.75,124,143.3,0.76,104.0,0.65,0.54,0.31,0.02,0.06,67,88,38,3,8,1308
6148,OnlyFriends,GauRanG,brimstone,controller,0.125,19,71.0,0.18,44.9,0.63,0.16,0.42,0.00,0.11,3,17,8,0,2,1308
6149,OnlyFriends,GauRanG,chamber,sentinel,0.125,19,69.0,0.24,50.9,0.42,0.21,0.05,0.00,0.16,4,17,1,0,3,1308
6150,Heracles Gaming,SHADOWMIGLITO,cypher,sentinel,0.41700000000000004,106,212.6,1.05,135.6,0.71,0.76,0.24,0.10,0.13,81,77,25,11,14,1395
6151,Heracles Gaming,SHADOWMIGLITO,killjoy,sentinel,0.41700000000000004,105,209.8,1.09,141.9,0.74,0.72,0.18,0.12,0.05,76,70,19,13,5,1395
6152,Heracles Gaming,SHADOWMIGLITO,brimstone,controller,0.16699999999999998,47,229.0,1.37,147.9,0.83,0.79,0.34,0.09,0.09,37,27,16,4,4,1395
6153,5IQ,Ginabina,viper,controller,0.33299999999999996,32,171.0,0.62,115.1,0.66,0.56,0.25,0.03,0.09,18,29,8,1,3,1516
6154,5IQ,Ginabina,omen,controller,0.33299999999999996,39,197.0,0.84,128.0,0.56,0.69,0.15,0.05,0.13,27,32,6,2,5,1516
6155,5IQ,Ginabina,chamber,sentinel,0.16699999999999998,17,140.0,0.57,99.9,0.53,0.47,0.06,0.06,0.12,8,14,1,1,2,1516
6156,5IQ,Ginabina,brimstone,controller,0.16699999999999998,20,247.0,1.55,149.8,1.0,0.85,0.45,0.15,0.00,17,11,9,3,0,1516
6157,BISONS ECLUB,meisoN,astra,controller,0.35700000000000004,101,208.4,1.00,132.9,0.72,0.68,0.30,0.09,0.08,69,69,30,9,8,1380
6158,BISONS ECLUB,meisoN,brimstone,controller,0.28600000000000003,78,171.0,0.94,112.9,0.74,0.56,0.41,0.10,0.05,44,47,32,8,4,1380
6159,BISONS ECLUB,meisoN,viper,controller,0.214,59,186.7,0.78,122.8,0.66,0.61,0.22,0.08,0.05,36,46,13,5,3,1380
6160,BISONS ECLUB,meisoN,omen,controller,0.14300000000000002,42,150.5,0.77,94.5,0.71,0.55,0.33,0.10,0.05,23,30,14,4,2,1380
6161,FunPlus Phoenix,ANGE1,omen,controller,0.48,509,174.0,0.78,114.0,0.64,0.60,0.24,0.11,0.17,303,389,121,55,89,2400
6162,FunPlus Phoenix,ANGE1,brimstone,controller,0.12,114,221.0,1.21,140.1,0.72,0.75,0.33,0.15,0.13,86,71,38,17,15,2400
6163,FunPlus Phoenix,ANGE1,yoru,duelist,0.1,95,173.2,0.87,113.7,0.54,0.63,0.11,0.18,0.17,60,69,10,17,16,2400
6164,FunPlus Phoenix,ANGE1,viper,controller,0.1,114,155.6,0.65,106.4,0.66,0.46,0.34,0.07,0.14,53,81,39,8,16,2400
6165,FunPlus Phoenix,ANGE1,fade,initiator,0.08,83,160.8,0.73,116.2,0.6,0.55,0.25,0.06,0.14,46,63,21,5,12,2400
6166,FunPlus Phoenix,ANGE1,killjoy,sentinel,0.04,42,158.5,0.81,117.2,0.64,0.60,0.17,0.07,0.17,25,31,7,3,7,2400
6167,FunPlus Phoenix,ANGE1,kayo,initiator,0.04,40,123.5,0.47,89.6,0.58,0.40,0.30,0.05,0.18,16,34,12,2,7,2400
6168,FunPlus Phoenix,ANGE1,sage,sentinel,0.02,21,106.0,0.41,73.1,0.62,0.33,0.24,0.19,0.10,7,17,5,4,2,2400
6169,FunPlus Phoenix,ANGE1,breach,initiator,0.02,21,109.0,0.47,65.9,0.62,0.38,0.33,0.10,0.24,8,17,7,2,5,2400
6170,n/a,distorted,chamber,sentinel,0.375,118,207.3,1.14,135.8,0.69,0.75,0.11,0.12,0.12,89,78,13,14,14,n/a
6171,n/a,distorted,kayo,initiator,0.25,75,197.3,0.92,137.0,0.67,0.65,0.45,0.11,0.16,49,53,34,8,12,n/a
6172,n/a,distorted,yoru,duelist,0.125,45,177.0,0.84,113.6,0.64,0.60,0.22,0.04,0.11,27,32,10,2,5,n/a
6173,n/a,distorted,cypher,sentinel,0.125,38,141.0,0.63,96.4,0.58,0.50,0.16,0.03,0.05,19,30,6,1,2,n/a
6174,n/a,distorted,sage,sentinel,0.063,23,149.0,0.86,94.2,0.7,0.52,0.39,0.13,0.13,12,14,9,3,3,n/a
6175,n/a,distorted,breach,initiator,0.063,19,164.0,0.79,116.8,0.63,0.58,0.26,0.05,0.00,11,14,5,1,0,n/a
6176,EXCEL,FoxieGG,omen,controller,0.9470000000000001,400,167.3,0.83,112.6,0.7,0.59,0.27,0.08,0.11,234,281,107,31,42,1633
6177,EXCEL,FoxieGG,viper,controller,0.053,19,141.0,0.75,105.3,0.58,0.47,0.21,0.00,0.05,9,12,4,0,1,1633
6178,KOI,PHYRN,cypher,sentinel,0.364,91,191.0,1.27,120.8,0.77,0.68,0.27,0.09,0.08,62,49,25,8,7,1447
6179,KOI,PHYRN,sage,sentinel,0.273,68,159.3,0.91,105.4,0.66,0.60,0.22,0.07,0.16,41,45,15,5,11,1447
6180,KOI,PHYRN,brimstone,controller,0.182,41,254.5,1.13,154.7,0.78,0.88,0.32,0.12,0.00,36,32,13,5,0,1447
6181,KOI,PHYRN,omen,controller,0.091,22,129.0,0.56,88.2,0.59,0.41,0.36,0.09,0.09,9,16,8,2,2,1447
6182,KOI,PHYRN,killjoy,sentinel,0.091,20,172.0,1.00,121.6,0.8,0.55,0.30,0.20,0.05,11,11,6,4,1,1447
6183,Bonkers,Ciko,sova,initiator,0.667,48,168.5,0.75,124.8,0.75,0.56,0.40,0.04,0.02,27,36,19,2,1,1857
6184,Bonkers,Ciko,breach,initiator,0.33299999999999996,26,177.0,1.00,115.1,0.62,0.69,0.15,0.04,0.04,18,18,4,1,1,1857
6185,Dragons Esports,Exothy,skye,initiator,0.4,83,127.3,0.57,85.1,0.57,0.46,0.14,0.06,0.11,38,67,12,5,9,1651
6186,Dragons Esports,Exothy,kayo,initiator,0.2,39,126.0,0.43,83.5,0.54,0.38,0.36,0.05,0.03,15,35,14,2,1,1651
6187,Dragons Esports,Exothy,sova,initiator,0.1,19,289.0,1.13,173.0,0.79,0.95,0.32,0.11,0.11,18,16,6,2,2,1651
6188,Dragons Esports,Exothy,breach,initiator,0.1,18,222.0,1.00,136.6,0.67,0.78,0.28,0.06,0.00,14,14,5,1,0,1651
6189,Dragons Esports,Exothy,brimstone,controller,0.1,18,166.0,0.60,116.2,0.67,0.50,0.50,0.06,0.06,9,15,9,1,1,1651
6190,Dragons Esports,Exothy,chamber,sentinel,0.1,17,135.0,0.64,81.5,0.59,0.53,0.06,0.12,0.06,9,14,1,2,1,1651
6191,Enigma Gaming,Rexy,omen,controller,0.297,223,153.6,0.98,103.7,0.7,0.55,0.39,0.05,0.07,123,126,86,11,16,1655
6192,Enigma Gaming,Rexy,brimstone,controller,0.27,220,164.6,0.83,111.3,0.7,0.57,0.26,0.05,0.06,125,150,57,11,14,1655
6193,Enigma Gaming,Rexy,killjoy,sentinel,0.21600000000000003,167,206.9,0.99,143.0,0.7,0.69,0.20,0.11,0.06,116,117,33,18,10,1655
6194,Enigma Gaming,Rexy,sage,sentinel,0.162,131,153.5,0.78,99.3,0.65,0.53,0.34,0.02,0.06,69,89,45,3,8,1655
6195,Enigma Gaming,Rexy,sova,initiator,0.027000000000000003,26,191.0,0.86,125.4,0.69,0.73,0.12,0.04,0.04,19,22,3,1,1,1655
6196,Enigma Gaming,Rexy,cypher,sentinel,0.027000000000000003,22,162.0,0.86,118.5,0.64,0.55,0.23,0.18,0.09,12,14,5,4,2,1655
6197,Chimney Sticks,Krinklebein,sova,initiator,0.818,202,182.0,0.81,123.9,0.71,0.56,0.37,0.04,0.07,114,141,74,9,14,n/a
6198,Chimney Sticks,Krinklebein,fade,initiator,0.182,35,148.0,0.57,89.3,0.6,0.46,0.34,0.06,0.09,16,28,12,2,3,n/a
6199,Misfits Black,kxtieoh,omen,controller,0.667,192,196.6,1.02,123.4,0.72,0.69,0.30,0.06,0.09,132,130,58,12,17,1647
6200,Misfits Black,kxtieoh,brimstone,controller,0.267,77,183.8,0.85,118.4,0.73,0.57,0.39,0.04,0.05,44,52,30,3,4,1647
6201,Misfits Black,kxtieoh,sova,initiator,0.067,21,131.0,0.71,85.4,0.71,0.48,0.10,0.05,0.10,10,14,2,1,2,1647
6202,Mizzou Esports,P I G G Y,omen,controller,0.727,165,193.0,0.93,117.4,0.68,0.69,0.30,0.08,0.09,114,122,50,13,15,1379
6203,Mizzou Esports,P I G G Y,viper,controller,0.273,72,204.3,0.89,133.3,0.74,0.68,0.35,0.10,0.08,49,55,25,7,6,1379
6204,HONEY BADGERS,Autumn,chamber,sentinel,1.0,66,171.0,0.80,111.5,0.59,0.59,0.09,0.17,0.14,39,49,6,11,9,2020
6205,Nightblood Gaming,plaza,breach,initiator,0.5770000000000001,318,178.1,0.89,116.8,0.77,0.64,0.42,0.04,0.05,204,228,132,13,15,1430
6206,Nightblood Gaming,plaza,skye,initiator,0.192,112,171.2,0.85,112.5,0.62,0.60,0.26,0.10,0.07,67,79,29,11,8,1430
6207,Nightblood Gaming,plaza,kayo,initiator,0.192,91,133.8,0.59,84.4,0.62,0.46,0.29,0.01,0.05,42,71,26,1,5,1430
6208,Nightblood Gaming,plaza,sova,initiator,0.038,20,136.0,0.47,92.1,0.65,0.45,0.25,0.10,0.00,9,19,5,2,0,1430
6209,n/a,BMV,breach,initiator,0.625,100,157.2,0.70,101.3,0.69,0.52,0.35,0.02,0.03,52,74,35,2,3,n/a
6210,n/a,BMV,cypher,sentinel,0.125,23,217.0,1.46,168.3,0.87,0.83,0.26,0.00,0.09,19,13,6,0,2,n/a
6211,n/a,BMV,skye,initiator,0.125,23,222.0,1.13,136.2,0.74,0.78,0.22,0.09,0.04,18,16,5,2,1,n/a
6212,n/a,BMV,sova,initiator,0.125,20,141.0,0.92,99.3,0.6,0.55,0.25,0.00,0.10,11,12,5,0,2,n/a
6213,n/a,chase,sova,initiator,0.5,47,188.5,0.97,124.5,0.66,0.64,0.17,0.06,0.11,30,31,8,3,5,n/a
6214,n/a,chase,raze,duelist,0.25,32,166.0,0.59,113.6,0.72,0.53,0.16,0.03,0.19,17,29,5,1,6,n/a
6215,n/a,chase,fade,initiator,0.25,15,140.0,0.55,91.6,0.53,0.40,0.13,0.00,0.13,6,11,2,0,2,n/a
6216,Team Major Academy,Keta,kayo,initiator,0.33299999999999996,151,216.9,1.02,155.0,0.73,0.77,0.36,0.11,0.09,117,115,54,17,13,1404
6217,Team Major Academy,Keta,sage,sentinel,0.28600000000000003,117,180.2,0.83,124.9,0.68,0.64,0.26,0.08,0.11,75,90,30,9,13,1404
6218,Team Major Academy,Keta,raze,duelist,0.14300000000000002,70,242.3,1.02,156.6,0.64,0.83,0.17,0.19,0.16,58,57,12,13,11,1404
6219,Team Major Academy,Keta,neon,duelist,0.14300000000000002,69,238.0,1.09,159.0,0.74,0.86,0.13,0.14,0.17,59,54,9,10,12,1404
6220,Team Major Academy,Keta,skye,initiator,0.095,52,190.5,0.89,122.4,0.73,0.65,0.25,0.10,0.02,34,38,13,5,1,1404
6221,Ex-Diamant Esports,bmblbe,sage,sentinel,0.28600000000000003,137,143.0,0.72,91.5,0.69,0.49,0.38,0.04,0.04,67,93,52,5,6,1408
6222,Ex-Diamant Esports,bmblbe,killjoy,sentinel,0.23800000000000002,105,200.6,1.13,139.6,0.68,0.73,0.12,0.08,0.06,77,68,13,8,6,1408
6223,Ex-Diamant Esports,bmblbe,omen,controller,0.23800000000000002,123,221.0,1.07,145.2,0.65,0.77,0.18,0.12,0.08,95,89,22,15,10,1408
6224,Ex-Diamant Esports,bmblbe,cypher,sentinel,0.095,39,135.0,0.59,100.7,0.49,0.49,0.10,0.03,0.05,19,32,4,1,2,1408
6225,Ex-Diamant Esports,bmblbe,brimstone,controller,0.095,40,179.5,0.83,122.0,0.63,0.60,0.38,0.05,0.03,24,29,15,2,1,1408
6226,Ex-Diamant Esports,bmblbe,kayo,initiator,0.048,14,83.0,0.21,47.7,0.5,0.21,0.50,0.00,0.07,3,14,7,0,1,1408
6227,Mach5,PateK,sage,sentinel,0.46399999999999997,294,198.3,0.96,130.6,0.71,0.68,0.34,0.10,0.09,199,207,100,29,27,1375
6228,Mach5,PateK,killjoy,sentinel,0.28600000000000003,189,189.3,0.95,130.1,0.72,0.65,0.24,0.06,0.09,122,129,46,11,17,1375
6229,Mach5,PateK,kayo,initiator,0.179,104,196.0,0.83,133.4,0.69,0.63,0.35,0.12,0.03,66,80,36,12,3,1375
6230,Mach5,PateK,chamber,sentinel,0.071,42,225.5,1.29,136.7,0.67,0.74,0.26,0.21,0.07,31,24,11,9,3,1375
6231,n/a,stanley,omen,controller,0.5,100,150.6,0.71,92.6,0.75,0.52,0.38,0.07,0.13,52,73,38,7,13,n/a
6232,n/a,stanley,brimstone,controller,0.3,59,202.0,0.91,142.7,0.76,0.66,0.49,0.03,0.05,39,43,29,2,3,n/a
6233,n/a,stanley,viper,controller,0.2,41,145.0,0.56,98.3,0.63,0.49,0.29,0.02,0.17,20,36,12,1,7,n/a
6234,Desire Rising X,allegedlyalexa,kayo,initiator,0.727,163,174.1,0.79,122.2,0.72,0.58,0.35,0.04,0.13,95,121,57,7,21,1451
6235,Desire Rising X,allegedlyalexa,skye,initiator,0.273,70,174.3,0.71,121.9,0.67,0.57,0.27,0.04,0.09,40,56,19,3,6,1451
6236,n/a,prism,killjoy,sentinel,0.4,95,252.8,1.12,167.6,0.73,0.87,0.17,0.14,0.09,83,74,16,13,9,n/a
6237,n/a,prism,raze,duelist,0.2,36,126.0,0.42,89.0,0.56,0.36,0.19,0.06,0.25,13,31,7,2,9,n/a
6238,n/a,prism,neon,duelist,0.2,44,173.5,0.78,107.3,0.45,0.64,0.07,0.14,0.32,28,36,3,6,14,n/a
6239,n/a,prism,sage,sentinel,0.1,15,205.0,0.60,129.5,0.53,0.60,0.47,0.07,0.07,9,15,7,1,1,n/a
6240,n/a,prism,chamber,sentinel,0.1,14,88.0,0.31,63.7,0.36,0.29,0.14,0.07,0.21,4,13,2,1,3,n/a
6241,n/a,supA,kayo,initiator,0.5429999999999999,399,193.3,0.99,125.5,0.7,0.68,0.30,0.06,0.09,270,274,119,24,36,n/a
6242,n/a,supA,breach,initiator,0.314,241,174.8,0.97,116.5,0.74,0.64,0.34,0.05,0.08,154,159,81,12,20,n/a
6243,n/a,supA,raze,duelist,0.057,41,198.0,0.66,126.4,0.68,0.56,0.27,0.10,0.17,23,35,11,4,7,n/a
6244,n/a,supA,jett,duelist,0.057,38,176.0,0.69,119.0,0.63,0.58,0.16,0.18,0.18,22,32,6,7,7,n/a
6245,n/a,supA,sage,sentinel,0.028999999999999998,22,202.0,1.00,125.3,0.64,0.73,0.45,0.14,0.27,16,16,10,3,6,n/a
6246,n/a,xad,chamber,sentinel,1.0,122,195.7,0.93,129.8,0.65,0.75,0.13,0.13,0.12,91,98,16,16,15,n/a
6247,n/a,Nhatthong2k,chamber,sentinel,0.75,62,141.3,0.80,93.1,0.74,0.65,0.21,0.08,0.19,40,50,13,5,12,n/a
6248,n/a,Nhatthong2k,raze,duelist,0.25,18,257.0,0.94,180.6,0.72,0.83,0.22,0.11,0.06,15,16,4,2,1,n/a
6249,n/a,truo,omen,controller,0.56,280,170.4,0.89,110.9,0.73,0.60,0.44,0.04,0.08,169,190,124,11,21,n/a
6250,n/a,truo,brimstone,controller,0.28,143,209.0,1.19,139.2,0.77,0.76,0.34,0.04,0.03,108,91,48,6,5,n/a
6251,n/a,truo,astra,controller,0.08,43,160.0,0.76,105.9,0.7,0.51,0.35,0.09,0.05,22,29,15,4,2,n/a
6252,n/a,truo,viper,controller,0.08,45,146.0,0.81,107.3,0.67,0.56,0.20,0.07,0.04,25,31,9,3,2,n/a
6253,Armory Aresta,sinyh,jett,duelist,0.33299999999999996,55,233.3,0.89,142.1,0.69,0.76,0.18,0.22,0.22,42,47,10,12,12,1503
6254,Armory Aresta,sinyh,reyna,duelist,0.33299999999999996,62,250.3,1.47,154.3,0.69,0.90,0.23,0.15,0.19,56,38,14,9,12,1503
6255,Armory Aresta,sinyh,raze,duelist,0.222,36,242.0,0.79,153.3,0.58,0.75,0.25,0.22,0.25,27,34,9,8,9,1503
6256,Armory Aresta,sinyh,breach,initiator,0.111,15,143.0,0.43,109.4,0.47,0.40,0.20,0.07,0.00,6,14,3,1,0,1503
6257,Elysium,Kuaresma,breach,initiator,0.86,922,172.8,0.88,111.9,0.7,0.61,0.31,0.05,0.06,561,641,290,49,53,1533
6258,Elysium,Kuaresma,kayo,initiator,0.12,169,211.0,0.99,141.1,0.69,0.72,0.36,0.08,0.12,121,122,61,13,20,1533
6259,Elysium,Kuaresma,skye,initiator,0.02,16,312.0,2.86,206.8,0.94,1.25,0.44,0.13,0.13,20,7,7,2,2,1533
6260,n/a,ROUSIK,chamber,sentinel,0.857,131,172.7,0.74,113.6,0.63,0.59,0.15,0.12,0.10,77,104,19,16,13,n/a
6261,n/a,ROUSIK,fade,initiator,0.14300000000000002,24,171.0,0.72,107.9,0.79,0.54,0.42,0.08,0.13,13,18,10,2,3,n/a
6262,Rex Regum Qeon,Draxii,omen,controller,0.467,156,198.3,1.00,123.6,0.74,0.72,0.38,0.04,0.04,113,113,60,7,7,1524
6263,Rex Regum Qeon,Draxii,breach,initiator,0.33299999999999996,98,146.8,0.64,97.7,0.66,0.49,0.41,0.09,0.08,48,75,40,9,8,1524
6264,Rex Regum Qeon,Draxii,skye,initiator,0.133,40,146.5,0.84,86.5,0.63,0.53,0.15,0.03,0.05,21,25,6,1,2,1524
6265,Rex Regum Qeon,Draxii,kayo,initiator,0.067,18,138.0,0.54,92.8,0.56,0.39,0.33,0.06,0.17,7,13,6,1,3,1524
6266,Acend Rising,mediKa,breach,initiator,0.833,394,187.0,1.02,124.2,0.8,0.63,0.48,0.06,0.05,248,242,191,25,20,1751
6267,Acend Rising,mediKa,killjoy,sentinel,0.125,73,208.3,1.00,150.0,0.78,0.68,0.26,0.07,0.03,50,50,19,5,2,1751
6268,Acend Rising,mediKa,sova,initiator,0.042,18,191.0,1.08,121.3,0.83,0.72,0.44,0.06,0.22,13,12,8,1,4,1751
6269,QoR,D4C,chamber,sentinel,0.45299999999999996,622,215.4,1.15,145.0,0.74,0.77,0.15,0.14,0.08,481,419,95,84,50,1452
6270,QoR,D4C,omen,controller,0.21899999999999997,284,200.8,1.06,128.2,0.75,0.69,0.37,0.11,0.08,197,186,106,31,23,1452
6271,QoR,D4C,killjoy,sentinel,0.109,132,262.7,1.57,173.0,0.77,0.98,0.19,0.16,0.08,129,82,25,21,10,1452
6272,QoR,D4C,sage,sentinel,0.078,101,158.6,0.81,106.7,0.74,0.57,0.35,0.07,0.10,58,72,35,7,10,1452
6273,QoR,D4C,viper,controller,0.063,76,131.8,0.59,95.4,0.67,0.42,0.25,0.01,0.12,32,54,19,1,9,1452
6274,QoR,D4C,brimstone,controller,0.047,62,149.3,0.65,101.3,0.63,0.48,0.32,0.03,0.13,30,46,20,2,8,1452
6275,QoR,D4C,sova,initiator,0.016,15,161.0,0.62,125.5,0.6,0.53,0.13,0.00,0.07,8,13,2,0,1,1452
6276,QoR,D4C,astra,controller,0.016,24,130.0,0.79,80.6,0.58,0.46,0.29,0.04,0.13,11,14,7,1,3,1452
6277,Weibo Gaming,ICEKING,astra,controller,0.308,85,182.3,1.04,122.4,0.74,0.68,0.26,0.04,0.05,58,56,22,3,4,1740
6278,Weibo Gaming,ICEKING,brimstone,controller,0.231,60,166.0,0.69,115.9,0.7,0.57,0.30,0.02,0.10,34,49,18,1,6,1740
6279,Weibo Gaming,ICEKING,viper,controller,0.231,67,124.7,0.60,106.3,0.76,0.46,0.30,0.07,0.10,31,52,20,5,7,1740
6280,Weibo Gaming,ICEKING,omen,controller,0.231,60,192.0,0.82,118.2,0.68,0.68,0.33,0.08,0.13,41,50,20,5,8,1740
6281,Tropinha do TIKTOK 2.0,fznnn,sova,initiator,0.423,225,173.9,1.00,116.6,0.73,0.61,0.26,0.08,0.07,138,138,58,18,15,1619
6282,Tropinha do TIKTOK 2.0,fznnn,skye,initiator,0.308,176,177.3,1.03,110.9,0.7,0.66,0.28,0.05,0.07,116,113,50,9,13,1619
6283,Tropinha do TIKTOK 2.0,fznnn,fade,initiator,0.192,110,164.8,0.93,110.6,0.73,0.56,0.38,0.06,0.09,62,67,42,7,10,1619
6284,Tropinha do TIKTOK 2.0,fznnn,sage,sentinel,0.038,17,216.0,0.73,142.0,0.53,0.65,0.29,0.00,0.29,11,15,5,0,5,1619
6285,Tropinha do TIKTOK 2.0,fznnn,breach,initiator,0.038,20,109.0,0.47,71.1,0.75,0.35,0.30,0.10,0.10,7,15,6,2,2,1619
6286,Evil Geniuses,Apoth,viper,controller,0.41700000000000004,111,190.0,0.96,126.2,0.68,0.67,0.34,0.06,0.05,74,77,38,7,6,1879
6287,Evil Geniuses,Apoth,astra,controller,0.25,64,152.0,0.65,106.9,0.69,0.55,0.33,0.06,0.03,35,54,21,4,2,1879
6288,Evil Geniuses,Apoth,brimstone,controller,0.16699999999999998,37,152.0,1.16,90.1,0.7,0.59,0.43,0.03,0.19,22,19,16,1,7,1879
